service,surface,method,route_pattern,dynamic_prefix,auth_or_permission,handler,source_file,source_line
go-api,管理后台 API,GET,/api/admin/ai-data/im-export-config,否,后台权限:ai:data:read,"s.requireAdminPermission(""ai:data:read"", s.adminAIDataIMExportConfig)",services/go-api/internal/appapi/server.go,678
go-api,管理后台 API,PUT,/api/admin/ai-data/im-export-config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminAIDataIMExportConfig)",services/go-api/internal/appapi/server.go,679
go-api,管理后台 API,GET,/api/admin/ai-data/snapshot,否,后台权限:ai:data:read,"s.requireAdminPermission(""ai:data:read"", s.adminAIDataSnapshot)",services/go-api/internal/appapi/server.go,675
go-api,管理后台 API,GET,/api/admin/analytics/funnel,否,后台权限:analytics:funnel:view,"s.requireAdminPermission(""analytics:funnel:view"", s.adminFunnel)",services/go-api/internal/appapi/server.go,672
go-api,管理后台 API,GET,/api/admin/analytics/retention,否,后台权限:analytics:retention:view,"s.requireAdminPermission(""analytics:retention:view"", s.adminRetention)",services/go-api/internal/appapi/server.go,673
go-api,管理后台 API,GET,/api/admin/audits/role-applications,否,后台权限:role:view,"s.requireAdminPermission(""role:view"", s.adminRoleApplications)",services/go-api/internal/appapi/server.go,650
go-api,管理后台 API,POST,/api/admin/audits/role-applications/,是,由处理器校验,s.routeAdminRoleApplicationPost,services/go-api/internal/appapi/server.go,651
go-api,管理后台 API,POST,/api/admin/auth/applications,否,由处理器校验,s.submitAdminApplication,services/go-api/internal/appapi/server.go,560
go-api,管理后台 API,POST,/api/admin/auth/login,否,由处理器校验,s.adminLogin,services/go-api/internal/appapi/server.go,559
go-api,管理后台 API,GET,/api/admin/auth/permissions,否,由处理器校验,s.adminPermissions,services/go-api/internal/appapi/server.go,561
go-api,管理后台 API,GET,/api/admin/avatar-audits,否,后台权限:identity:read,"s.requireAdminPermission(""identity:read"", s.adminAvatarAudits)",services/go-api/internal/appapi/server.go,641
go-api,管理后台 API,POST,/api/admin/avatar-audits/,是,由处理器校验,s.routeAdminAvatarAuditPost,services/go-api/internal/appapi/server.go,642
go-api,管理后台 API,GET,/api/admin/behavior-logs,否,后台权限:analytics:timeline:view,"s.requireAdminPermission(""analytics:timeline:view"", s.adminBehaviorLogs)",services/go-api/internal/appapi/server.go,680
go-api,管理后台 API,GET,/api/admin/behavior/events,否,后台权限:data:behavior:read,"s.requireAdminPermission(""data:behavior:read"", s.adminBehaviorEvents)",services/go-api/internal/appapi/server.go,674
go-api,管理后台 API,GET,/api/admin/connections,否,后台权限:connection:read,"s.requireAdminPermission(""connection:read"", s.adminConnections)",services/go-api/internal/appapi/server.go,625
go-api,管理后台 API,GET,/api/admin/content-risk/logs,否,后台权限:content:risk_log:view,"s.requireAdminPermission(""content:risk_log:view"", s.adminContentRiskLogs)",services/go-api/internal/appapi/server.go,668
go-api,管理后台 API,GET,/api/admin/credit-deduction-rules,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminCreditDeductionRules)",services/go-api/internal/appapi/server.go,620
go-api,管理后台 API,PUT,/api/admin/credit-deduction-rules,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminCreditDeductionRules)",services/go-api/internal/appapi/server.go,621
go-api,管理后台 API,GET,/api/admin/credit/restriction-config,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminCreditRestrictionConfig)",services/go-api/internal/appapi/server.go,614
go-api,管理后台 API,PUT,/api/admin/credit/restriction-config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminCreditRestrictionConfig)",services/go-api/internal/appapi/server.go,615
go-api,管理后台 API,GET,/api/admin/dashboard,否,后台权限:analytics:funnel:view,"s.requireAdminPermission(""analytics:funnel:view"", s.adminDashboard)",services/go-api/internal/appapi/server.go,670
go-api,管理后台 API,GET,/api/admin/delivery-documents,否,后台权限:delivery:manage,"s.requireAdminPermission(""delivery:manage"", s.adminDeliveryDocuments)",services/go-api/internal/appapi/server.go,648
go-api,管理后台 API,POST,/api/admin/delivery-documents,否,后台权限:delivery:manage,"s.requireAdminPermission(""delivery:manage"", s.createAdminDeliveryDocument)",services/go-api/internal/appapi/server.go,649
go-api,管理后台 API,GET,/api/admin/enterprise-certifications,否,后台权限:identity:read,"s.requireAdminPermission(""identity:read"", s.adminEnterpriseCertifications)",services/go-api/internal/appapi/server.go,643
go-api,管理后台 API,GET,/api/admin/enterprise-certifications/,是,后台权限:identity:read,"s.requireAdminPermission(""identity:read"", s.adminEnterpriseCertificationDetail)",services/go-api/internal/appapi/server.go,644
go-api,管理后台 API,POST,/api/admin/enterprise-certifications/,是,后台权限:identity:update,"s.requireAdminPermission(""identity:update"", s.routeAdminEnterpriseCertificationPost)",services/go-api/internal/appapi/server.go,645
go-api,管理后台 API,GET,/api/admin/experts/,是,后台权限:profile:read,"s.requireAdminPermission(""profile:read"", s.adminExpertSkill)",services/go-api/internal/appapi/server.go,627
go-api,管理后台 API,GET,/api/admin/experts/skill-display-config,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminExpertSkillDisplayConfig)",services/go-api/internal/appapi/server.go,601
go-api,管理后台 API,PUT,/api/admin/experts/skill-display-config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminExpertSkillDisplayConfig)",services/go-api/internal/appapi/server.go,602
go-api,管理后台 API,GET,/api/admin/export-tasks,否,后台权限:report_export:create,"s.requireAdminPermission(""report_export:create"", s.adminExportTasks)",services/go-api/internal/appapi/server.go,682
go-api,管理后台 API,GET,/api/admin/export-tasks/,是,后台权限:report_export:create,"s.requireAdminPermission(""report_export:create"", s.routeAdminExportTaskGet)",services/go-api/internal/appapi/server.go,683
go-api,管理后台 API,GET,/api/admin/feedback-records,否,后台权限:feedback:view,"s.requireAdminPermission(""feedback:view"", s.adminSystemFeedbackRecords)",services/go-api/internal/appapi/server.go,687
go-api,管理后台 API,POST,/api/admin/feedback-records/,是,后台权限:feedback:reply,"s.requireAdminPermission(""feedback:reply"", s.adminSystemFeedbackReply)",services/go-api/internal/appapi/server.go,693
go-api,管理后台 API,GET,/api/admin/files/,是,由处理器校验,s.adminDownloadFileURL,services/go-api/internal/appapi/server.go,647
go-api,管理后台 API,POST,/api/admin/files/upload-token,否,后台权限:game:create_admin,"s.requireAdminPermission(""game:create_admin"", s.adminCreateUploadToken)",services/go-api/internal/appapi/server.go,646
go-api,管理后台 API,GET,/api/admin/game-applications,否,后台权限:game:read,"s.requireAdminPermission(""game:read"", s.adminGameApplications)",services/go-api/internal/appapi/server.go,586
go-api,管理后台 API,POST,/api/admin/game-checkins/,是,后台权限:game:progress:manage,"s.requireAdminPermission(""game:progress:manage"", s.routeAdminGameCheckinPost)",services/go-api/internal/appapi/server.go,624
go-api,管理后台 API,GET,/api/admin/games,否,后台权限:game:read,"s.requireAdminPermission(""game:read"", s.adminGames)",services/go-api/internal/appapi/server.go,585
go-api,管理后台 API,POST,/api/admin/games,否,后台权限:game:create_admin,"s.requireAdminPermission(""game:create_admin"", s.adminCreateGame)",services/go-api/internal/appapi/server.go,587
go-api,管理后台 API,GET,/api/admin/games/,是,由处理器校验,s.routeAdminGamesGet,services/go-api/internal/appapi/server.go,622
go-api,管理后台 API,POST,/api/admin/games/,是,由处理器校验,s.routeAdminGamesPost,services/go-api/internal/appapi/server.go,623
go-api,管理后台 API,GET,/api/admin/games/application-config,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminGameApplicationConfig)",services/go-api/internal/appapi/server.go,593
go-api,管理后台 API,PUT,/api/admin/games/application-config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminGameApplicationConfig)",services/go-api/internal/appapi/server.go,594
go-api,管理后台 API,GET,/api/admin/games/audit-config,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminGameAuditConfig)",services/go-api/internal/appapi/server.go,595
go-api,管理后台 API,PUT,/api/admin/games/audit-config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminGameAuditConfig)",services/go-api/internal/appapi/server.go,596
go-api,管理后台 API,POST,/api/admin/games/batch-audit,否,后台权限:game:update_status,"s.requireAdminPermission(""game:update_status"", s.adminBatchAuditGames)",services/go-api/internal/appapi/server.go,588
go-api,管理后台 API,GET,/api/admin/games/category-config,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminGameCategoryConfig)",services/go-api/internal/appapi/server.go,589
go-api,管理后台 API,PUT,/api/admin/games/category-config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminGameCategoryConfig)",services/go-api/internal/appapi/server.go,590
go-api,管理后台 API,GET,/api/admin/games/condition-rule-config,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminGameConditionRuleConfig)",services/go-api/internal/appapi/server.go,597
go-api,管理后台 API,PUT,/api/admin/games/condition-rule-config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminGameConditionRuleConfig)",services/go-api/internal/appapi/server.go,598
go-api,管理后台 API,GET,/api/admin/games/create-template-config,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminGameCreateTemplateConfig)",services/go-api/internal/appapi/server.go,591
go-api,管理后台 API,PUT,/api/admin/games/create-template-config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminGameCreateTemplateConfig)",services/go-api/internal/appapi/server.go,592
go-api,管理后台 API,GET,/api/admin/growth/achievement-config,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminGrowthAchievementConfig)",services/go-api/internal/appapi/server.go,616
go-api,管理后台 API,PUT,/api/admin/growth/achievement-config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminGrowthAchievementConfig)",services/go-api/internal/appapi/server.go,617
go-api,管理后台 API,GET,/api/admin/growth/reward-rules,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminGrowthRewardRules)",services/go-api/internal/appapi/server.go,608
go-api,管理后台 API,PUT,/api/admin/growth/reward-rules,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminGrowthRewardRules)",services/go-api/internal/appapi/server.go,609
go-api,管理后台 API,GET,/api/admin/growth/role-level-config,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminRoleLevelConfig)",services/go-api/internal/appapi/server.go,610
go-api,管理后台 API,PUT,/api/admin/growth/role-level-config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminRoleLevelConfig)",services/go-api/internal/appapi/server.go,611
go-api,管理后台 API,GET,/api/admin/growth/role-metric-config,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminRoleMetricConfig)",services/go-api/internal/appapi/server.go,612
go-api,管理后台 API,PUT,/api/admin/growth/role-metric-config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminRoleMetricConfig)",services/go-api/internal/appapi/server.go,613
go-api,管理后台 API,GET,/api/admin/guide-qualification-rules,否,后台权限:role:view,"s.requireAdminPermission(""role:view"", s.adminGuideQualification)",services/go-api/internal/appapi/server.go,654
go-api,管理后台 API,POST,/api/admin/guide-qualification-rules,否,后台权限:role:update,"s.requireAdminPermission(""role:update"", s.updateGuideQualification)",services/go-api/internal/appapi/server.go,655
go-api,管理后台 API,GET,/api/admin/guides/,是,后台权限:profile:read,"s.requireAdminPermission(""profile:read"", s.adminGuideResource)",services/go-api/internal/appapi/server.go,628
go-api,管理后台 API,GET,/api/admin/guides/qualification-rules,否,后台权限:role:view,"s.requireAdminPermission(""role:view"", s.adminGuideQualificationRules)",services/go-api/internal/appapi/server.go,652
go-api,管理后台 API,PUT,/api/admin/guides/qualification-rules/,是,由处理器校验,s.routeAdminGuideQualificationRulePut,services/go-api/internal/appapi/server.go,653
go-api,管理后台 API,GET,/api/admin/health,否,公开,health handler,services/go-api/cmd/server/main.go,132
go-api,管理后台 API,GET,/api/admin/home/display-config,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminHomeDisplayConfig)",services/go-api/internal/appapi/server.go,604
go-api,管理后台 API,PUT,/api/admin/home/display-config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminHomeDisplayConfig)",services/go-api/internal/appapi/server.go,605
go-api,管理后台 API,GET,/api/admin/identity-verifications,否,后台权限:identity:read,"s.requireAdminPermission(""identity:read"", s.adminIdentityVerifications)",services/go-api/internal/appapi/server.go,638
go-api,管理后台 API,GET,/api/admin/identity-verifications/,是,后台权限:identity:read,"s.requireAdminPermission(""identity:read"", s.adminIdentityVerificationDetail)",services/go-api/internal/appapi/server.go,639
go-api,管理后台 API,POST,/api/admin/identity-verifications/,是,由处理器校验,s.routeAdminIdentityVerificationPost,services/go-api/internal/appapi/server.go,640
go-api,管理后台 API,POST,/api/admin/im/messages/,是,由处理器校验,s.routeAdminIMMessagePost,services/go-api/internal/appapi/server.go,663
go-api,管理后台 API,GET,/api/admin/im/rooms,否,后台权限:im:room:read,"s.requireAdminPermission(""im:room:read"", s.adminIMRooms)",services/go-api/internal/appapi/server.go,660
go-api,管理后台 API,GET,/api/admin/im/rooms/,是,由处理器校验,s.routeAdminIMRoomGet,services/go-api/internal/appapi/server.go,661
go-api,管理后台 API,POST,/api/admin/im/rooms/,是,由处理器校验,s.routeAdminIMRoomPost,services/go-api/internal/appapi/server.go,662
go-api,管理后台 API,GET,/api/admin/invite-code-config,否,后台权限:invite_code:read,"s.requireAdminPermission(""invite_code:read"", s.adminInviteCodeConfig)",services/go-api/internal/appapi/server.go,570
go-api,管理后台 API,PUT,/api/admin/invite-code-config,否,后台权限:invite_code:manage,"s.requireAdminPermission(""invite_code:manage"", s.updateAdminInviteCodeConfig)",services/go-api/internal/appapi/server.go,571
go-api,管理后台 API,GET,/api/admin/invite-codes,否,后台权限:invite_code:read,"s.requireAdminPermission(""invite_code:read"", s.adminInviteCodes)",services/go-api/internal/appapi/server.go,569
go-api,管理后台 API,POST,/api/admin/invite-codes,否,后台权限:invite_code:manage,"s.requireAdminPermission(""invite_code:manage"", s.createAdminInviteCode)",services/go-api/internal/appapi/server.go,574
go-api,管理后台 API,GET,/api/admin/invite-codes/,是,后台权限:invite_code:read,"s.requireAdminPermission(""invite_code:read"", s.adminInviteCodeDetail)",services/go-api/internal/appapi/server.go,575
go-api,管理后台 API,POST,/api/admin/invite-codes/,是,由处理器校验,s.routeAdminInviteCodePost,services/go-api/internal/appapi/server.go,577
go-api,管理后台 API,PUT,/api/admin/invite-codes/,是,后台权限:invite_code:manage,"s.requireAdminPermission(""invite_code:manage"", s.updateAdminInviteCode)",services/go-api/internal/appapi/server.go,576
go-api,管理后台 API,GET,/api/admin/invite-codes/export,否,后台权限:invite_code:read,"s.requireAdminPermission(""invite_code:read"", s.exportAdminInviteCodes)",services/go-api/internal/appapi/server.go,572
go-api,管理后台 API,GET,/api/admin/invite-owners,否,后台权限:invite_code:manage,"s.requireAdminPermission(""invite_code:manage"", s.adminInviteOwners)",services/go-api/internal/appapi/server.go,573
go-api,管理后台 API,GET,/api/admin/invite-quota-requests,否,后台权限:invite_code:read,"s.requireAdminPermission(""invite_code:read"", s.adminInviteQuotaRequests)",services/go-api/internal/appapi/server.go,579
go-api,管理后台 API,POST,/api/admin/invite-quota-requests/,是,后台权限:invite_code:manage,"s.requireAdminPermission(""invite_code:manage"", s.routeAdminInviteQuotaRequestPost)",services/go-api/internal/appapi/server.go,580
go-api,管理后台 API,GET,/api/admin/invite-relations,否,后台权限:invite_code:read,"s.requireAdminPermission(""invite_code:read"", s.adminInviteRelations)",services/go-api/internal/appapi/server.go,578
go-api,管理后台 API,GET,/api/admin/map/search,否,后台权限:game:create_admin,"s.requireAdminPermission(""game:create_admin"", s.mapSearch)",services/go-api/internal/appapi/server.go,731
go-api,管理后台 API,GET,/api/admin/member-reports,否,后台权限:member_report:read,"s.requireAdminPermission(""member_report:read"", s.adminMemberReports)",services/go-api/internal/appapi/server.go,637
go-api,管理后台 API,GET,/api/admin/notifications/wechat-tasks,否,后台权限:notification:wechat:view,"s.requireAdminPermission(""notification:wechat:view"", s.adminWechatSubscribeTasks)",services/go-api/internal/appapi/server.go,684
go-api,管理后台 API,GET,/api/admin/notifications/wechat-templates,否,后台权限:notification:wechat:view,"s.requireAdminPermission(""notification:wechat:view"", s.adminWechatSubscribeTemplates)",services/go-api/internal/appapi/server.go,685
go-api,管理后台 API,GET,/api/admin/operation-logs,否,由处理器校验,s.adminOperationLogs,services/go-api/internal/appapi/server.go,681
go-api,管理后台 API,GET,/api/admin/operation-rules,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminOperationRules)",services/go-api/internal/appapi/server.go,618
go-api,管理后台 API,PUT,/api/admin/operation-rules,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminOperationRules)",services/go-api/internal/appapi/server.go,619
go-api,管理后台 API,GET,/api/admin/pending-counts,否,公开或处理器内校验,s.adminPendingCountsAuthorized,services/go-api/internal/appapi/server.go,671
go-api,管理后台 API,GET,/api/admin/permissions/tree,否,由处理器校验,s.adminPermissions,services/go-api/internal/appapi/server.go,562
go-api,管理后台 API,GET,/api/admin/points/logs,否,后台权限:points:read,"s.requireAdminPermission(""points:read"", s.adminPointsLogs)",services/go-api/internal/appapi/server.go,629
go-api,管理后台 API,GET,/api/admin/profile-users,否,后台权限:profile:read,"s.requireAdminPermission(""profile:read"", s.adminProfileUsers)",services/go-api/internal/appapi/server.go,626
go-api,管理后台 API,GET,/api/admin/redemption/items,否,后台权限:redemption:manage,"s.requireAdminPermission(""redemption:manage"", s.adminRedemptionItems)",services/go-api/internal/appapi/server.go,630
go-api,管理后台 API,POST,/api/admin/redemption/items,否,后台权限:redemption:manage,"s.requireAdminPermission(""redemption:manage"", s.createAdminRedemptionItem)",services/go-api/internal/appapi/server.go,631
go-api,管理后台 API,PUT,/api/admin/redemption/items/,是,后台权限:redemption:manage,"s.requireAdminPermission(""redemption:manage"", s.updateAdminRedemptionItem)",services/go-api/internal/appapi/server.go,632
go-api,管理后台 API,GET,/api/admin/redemption/orders,否,后台权限:redemption:manage,"s.requireAdminPermission(""redemption:manage"", s.adminRedemptionOrders)",services/go-api/internal/appapi/server.go,633
go-api,管理后台 API,POST,/api/admin/redemption/orders/,是,由处理器校验,s.routeAdminRedemptionOrderPost,services/go-api/internal/appapi/server.go,634
go-api,管理后台 API,GET,/api/admin/reports,否,后台权限:report:view,"s.requireAdminPermission(""report:view"", s.adminReports)",services/go-api/internal/appapi/server.go,686
go-api,管理后台 API,GET,/api/admin/reports/,是,后台权限:report:view,"s.requireAdminPermission(""report:view"", s.adminReportDetail)",services/go-api/internal/appapi/server.go,694
go-api,管理后台 API,POST,/api/admin/reports/,是,由处理器校验,s.routeAdminReportPost,services/go-api/internal/appapi/server.go,695
go-api,管理后台 API,POST,/api/admin/reports/batch-handle,否,公开或处理器内校验,s.batchHandleReports,services/go-api/internal/appapi/server.go,690
go-api,管理后台 API,GET,/api/admin/reports/config,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminReportConfig)",services/go-api/internal/appapi/server.go,688
go-api,管理后台 API,PUT,/api/admin/reports/config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminReportConfig)",services/go-api/internal/appapi/server.go,689
go-api,管理后台 API,POST,/api/admin/reports/export,否,后台权限:report_export:create,"s.requireAdminPermission(""report_export:create"", s.createExportTask)",services/go-api/internal/appapi/server.go,692
go-api,管理后台 API,GET,/api/admin/reports/export-templates,否,后台权限:report_export:create,"s.requireAdminPermission(""report_export:create"", s.adminExportTemplates)",services/go-api/internal/appapi/server.go,691
go-api,管理后台 API,POST,/api/admin/revenue/calculate,否,后台权限:revenue:simulate,"s.requireAdminPermission(""revenue:simulate"", s.adminRevenuePreview)",services/go-api/internal/appapi/server.go,705
go-api,管理后台 API,GET,/api/admin/revenue/points-reward-config,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminRevenuePointsRewardConfig)",services/go-api/internal/appapi/server.go,700
go-api,管理后台 API,PUT,/api/admin/revenue/points-reward-config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminRevenuePointsRewardConfig)",services/go-api/internal/appapi/server.go,701
go-api,管理后台 API,POST,/api/admin/revenue/preview,否,后台权限:revenue:simulate,"s.requireAdminPermission(""revenue:simulate"", s.adminRevenuePreview)",services/go-api/internal/appapi/server.go,704
go-api,管理后台 API,GET,/api/admin/revenue/profit-template-config,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminProfitTemplateConfig)",services/go-api/internal/appapi/server.go,698
go-api,管理后台 API,PUT,/api/admin/revenue/profit-template-config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminProfitTemplateConfig)",services/go-api/internal/appapi/server.go,699
go-api,管理后台 API,GET,/api/admin/revenue/records,否,后台权限:revenue:record:view,"s.requireAdminPermission(""revenue:record:view"", s.revenueRecords)",services/go-api/internal/appapi/server.go,707
go-api,管理后台 API,POST,/api/admin/revenue/records/,是,公开或处理器内校验,s.routeRevenueRecordPost,services/go-api/internal/appapi/server.go,709
go-api,管理后台 API,POST,/api/admin/revenue/records/generate,否,后台权限:revenue:generate,"s.requireAdminPermission(""revenue:generate"", s.generateRevenueRecord)",services/go-api/internal/appapi/server.go,706
go-api,管理后台 API,GET,/api/admin/revenue/rules,否,后台权限:revenue:template:view,"s.requireAdminPermission(""revenue:template:view"", s.revenueRules)",services/go-api/internal/appapi/server.go,702
go-api,管理后台 API,POST,/api/admin/revenue/rules,否,后台权限:revenue:template:update,"s.requireAdminPermission(""revenue:template:update"", s.upsertRevenueRule)",services/go-api/internal/appapi/server.go,703
go-api,管理后台 API,GET,/api/admin/revenue/settlements,否,后台权限:settlement:offline:create,"s.requireAdminPermission(""settlement:offline:create"", s.revenueSettlements)",services/go-api/internal/appapi/server.go,708
go-api,管理后台 API,GET,/api/admin/revenue/templates,否,后台权限:revenue:template:view,"s.requireAdminPermission(""revenue:template:view"", s.revenueTemplates)",services/go-api/internal/appapi/server.go,696
go-api,管理后台 API,POST,/api/admin/revenue/templates,否,后台权限:revenue:template:update,"s.requireAdminPermission(""revenue:template:update"", s.createRevenueTemplate)",services/go-api/internal/appapi/server.go,697
go-api,管理后台 API,GET,/api/admin/reviews/complete-config,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminReviewCompleteConfig)",services/go-api/internal/appapi/server.go,606
go-api,管理后台 API,PUT,/api/admin/reviews/complete-config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminReviewCompleteConfig)",services/go-api/internal/appapi/server.go,607
go-api,管理后台 API,GET,/api/admin/roles/benefit-config,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminRoleBenefitConfig)",services/go-api/internal/appapi/server.go,599
go-api,管理后台 API,PUT,/api/admin/roles/benefit-config,否,后台权限:system_config:update,"s.requireAdminPermission(""system_config:update"", s.adminRoleBenefitConfig)",services/go-api/internal/appapi/server.go,600
go-api,管理后台 API,POST,/api/admin/roles/grant,否,后台权限:role:update,"s.requireAdminPermission(""role:update"", s.adminGrantRole)",services/go-api/internal/appapi/server.go,603
go-api,管理后台 API,GET,/api/admin/sensitive-words,否,后台权限:content:sensitive_word:view,"s.requireAdminPermission(""content:sensitive_word:view"", s.adminSensitiveWords)",services/go-api/internal/appapi/server.go,664
go-api,管理后台 API,POST,/api/admin/sensitive-words,否,后台权限:content:sensitive_word:create,"s.requireAdminPermission(""content:sensitive_word:create"", s.createAdminSensitiveWord)",services/go-api/internal/appapi/server.go,665
go-api,管理后台 API,PUT,/api/admin/sensitive-words/,是,后台权限:content:sensitive_word:update,"s.requireAdminPermission(""content:sensitive_word:update"", s.updateAdminSensitiveWord)",services/go-api/internal/appapi/server.go,666
go-api,管理后台 API,POST,/api/admin/sensitive-words/import,否,后台权限:content:sensitive_word:import,"s.requireAdminPermission(""content:sensitive_word:import"", s.importAdminSensitiveWords)",services/go-api/internal/appapi/server.go,667
go-api,管理后台 API,GET,/api/admin/system/readiness,否,后台权限:system_config:read,"s.requireAdminPermission(""system_config:read"", s.adminSystemReadiness)",services/go-api/internal/appapi/server.go,669
go-api,管理后台 API,GET,/api/admin/teams,否,后台权限:team:read,"s.requireAdminPermission(""team:read"", s.adminTeams)",services/go-api/internal/appapi/server.go,635
go-api,管理后台 API,GET,/api/admin/teams/,是,后台权限:team:read,"s.requireAdminPermission(""team:read"", s.adminTeamDetail)",services/go-api/internal/appapi/server.go,636
go-api,管理后台 API,GET,/api/admin/test-cases,否,后台权限:testcase:read,"s.requireAdminPermission(""testcase:read"", s.adminTestCases)",services/go-api/internal/appapi/server.go,656
go-api,管理后台 API,POST,/api/admin/test-cases,否,后台权限:testcase:manage,"s.requireAdminPermission(""testcase:manage"", s.createAdminTestCase)",services/go-api/internal/appapi/server.go,657
go-api,管理后台 API,GET,/api/admin/test-runs,否,后台权限:testcase:read,"s.requireAdminPermission(""testcase:read"", s.adminTestRuns)",services/go-api/internal/appapi/server.go,658
go-api,管理后台 API,POST,/api/admin/test-runs,否,后台权限:testcase:manage,"s.requireAdminPermission(""testcase:manage"", s.createAdminTestRun)",services/go-api/internal/appapi/server.go,659
go-api,管理后台 API,GET,/api/admin/users,否,后台权限:user:view,"s.requireAdminPermission(""user:view"", s.adminUsers)",services/go-api/internal/appapi/server.go,581
go-api,管理后台 API,GET,/api/admin/users/,是,由处理器校验,s.routeAdminUsersGet,services/go-api/internal/appapi/server.go,584
go-api,管理后台 API,PUT,/api/admin/users/,是,由处理器校验,s.routeAdminUsersPut,services/go-api/internal/appapi/server.go,583
go-api,管理后台 API,GET,/api/admin/users/options,否,后台权限:game:create_admin,"s.requireAdminPermission(""game:create_admin"", s.adminUserOptions)",services/go-api/internal/appapi/server.go,582
go-api,小程序 API,POST,/api/app/account/delete,否,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.deleteAccount)),services/go-api/internal/appapi/server.go,394
go-api,小程序 API,PUT,/api/app/account/login-password,否,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.setLoginPassword)),services/go-api/internal/appapi/server.go,392
go-api,小程序 API,POST,/api/app/account/wechat-bind,否,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.bindWechatAccount)),services/go-api/internal/appapi/server.go,391
go-api,小程序 API,POST,/api/app/auth/issue-token-after-identity,否,小程序登录态,s.AppAuthMiddleware(s.IdempotencyMiddleware(s.issueTokenAfterIdentity)),services/go-api/internal/appapi/server.go,393
go-api,小程序 API,POST,/api/app/auth/password-login,否,公开或处理器内校验,s.passwordLogin,services/go-api/internal/appapi/server.go,389
go-api,小程序 API,POST,/api/app/auth/password-reset,否,公开或处理器内校验,s.resetPassword,services/go-api/internal/appapi/server.go,390
go-api,小程序 API,POST,/api/app/auth/phone-login,否,公开或处理器内校验,s.phoneLogin,services/go-api/internal/appapi/server.go,388
go-api,小程序 API,POST,/api/app/auth/wechat-entry-precheck,否,公开或处理器内校验,s.wechatEntryPrecheck,services/go-api/internal/appapi/server.go,387
go-api,小程序 API,POST,/api/app/auth/wechat-login,否,公开或处理器内校验,s.wechatLogin,services/go-api/internal/appapi/server.go,386
go-api,小程序 API,POST,/api/app/behavior/events,否,公开或处理器内校验,s.IdempotencyMiddleware(s.createBehaviorEvent),services/go-api/internal/appapi/server.go,520
go-api,小程序 API,GET,/api/app/chat/rooms/,是,小程序登录态,s.AppAuthMiddleware(s.routeChatRoomGet),services/go-api/internal/appapi/server.go,456
